	Image_name	name	value
0	Blur-Tools/axe1.jpg	sharp	0.9873276352882385
1	Blur-Tools/axe1.jpg	isolated	0.983202338218689
2	Blur-Tools/axe1.jpg	no person	0.9831061363220215
3	Blur-Tools/axe1.jpg	steel	0.9825745224952698
4	Blur-Tools/axe1.jpg	handle	0.982536792755127
5	Blur-Tools/axe1.jpg	knife blade	0.9795228242874146
6	Blur-Tools/axe1.jpg	weapon	0.9719686508178711
7	Blur-Tools/axe1.jpg	wood	0.9715662002563477
8	Blur-Tools/axe1.jpg	tool	0.9711674451828003
9	Blur-Tools/axe1.jpg	hammer	0.9685861468315125
10	Blur-Tools/axe1.jpg	carpentry	0.9575343728065491
11	Blur-Tools/axe1.jpg	equipment	0.9555608034133911
12	Blur-Tools/axe1.jpg	iron	0.9510683417320251
13	Blur-Tools/axe1.jpg	cutout	0.9462840557098389
14	Blur-Tools/axe1.jpg	danger	0.9445177316665649
15	Blur-Tools/axe1.jpg	disjunct	0.9339448809623718
16	Blur-Tools/axe1.jpg	desktop	0.9192942380905151
17	Blur-Tools/axe1.jpg	one	0.915799081325531
18	Blur-Tools/axe1.jpg	exert	0.9126887321472168
19	Blur-Tools/axe1.jpg	long	0.8865342140197754
20	Blur-Tools/axe2.jpg	handle	0.9924544095993042
21	Blur-Tools/axe2.jpg	steel	0.9815309047698975
22	Blur-Tools/axe2.jpg	equipment	0.9654812812805176
23	Blur-Tools/axe2.jpg	isolated	0.9642846584320068
24	Blur-Tools/axe2.jpg	sharp	0.9632622003555298
25	Blur-Tools/axe2.jpg	disjunct	0.9588757753372192
26	Blur-Tools/axe2.jpg	expression	0.953192949295044
27	Blur-Tools/axe2.jpg	tool	0.9489767551422119
28	Blur-Tools/axe2.jpg	no person	0.9421105980873108
29	Blur-Tools/axe2.jpg	industry	0.938241720199585
30	Blur-Tools/axe2.jpg	knife blade	0.932523787021637
31	Blur-Tools/axe2.jpg	desktop	0.9307910203933716
32	Blur-Tools/axe2.jpg	hammer	0.9219692349433899
33	Blur-Tools/axe2.jpg	single	0.9087076187133789
34	Blur-Tools/axe2.jpg	danger	0.9063791036605835
35	Blur-Tools/axe2.jpg	wood	0.8916218876838684
36	Blur-Tools/axe2.jpg	symbol	0.8881880044937134
37	Blur-Tools/axe2.jpg	glazed	0.8858057260513306
38	Blur-Tools/axe2.jpg	show	0.88565993309021
39	Blur-Tools/axe2.jpg	stranded	0.8771998882293701
40	Blur-Tools/axe3.jpg	no person	0.959073543548584
41	Blur-Tools/axe3.jpg	wood	0.9453551173210144
42	Blur-Tools/axe3.jpg	one	0.9440054893493652
43	Blur-Tools/axe3.jpg	tool	0.939720869064331
44	Blur-Tools/axe3.jpg	weapon	0.9151732921600342
45	Blur-Tools/axe3.jpg	offense	0.9129116535186768
46	Blur-Tools/axe3.jpg	steel	0.9105498790740967
47	Blur-Tools/axe3.jpg	blur	0.9099351167678833
48	Blur-Tools/axe3.jpg	equipment	0.8999404907226562
49	Blur-Tools/axe3.jpg	industry	0.8964725732803345
50	Blur-Tools/axe3.jpg	carpentry	0.8928483128547668
51	Blur-Tools/axe3.jpg	desktop	0.8849454522132874
52	Blur-Tools/axe3.jpg	daylight	0.8617671728134155
53	Blur-Tools/axe3.jpg	adult	0.8604686260223389
54	Blur-Tools/axe3.jpg	closeup	0.859432578086853
55	Blur-Tools/axe3.jpg	handle	0.8579829335212708
56	Blur-Tools/axe3.jpg	people	0.85052490234375
57	Blur-Tools/axe3.jpg	action	0.8485784530639648
58	Blur-Tools/axe3.jpg	exert	0.8442606329917908
59	Blur-Tools/axe3.jpg	sharp	0.8439539670944214
60	Blur-Tools/axe4.jpg	no person	0.9709426164627075
61	Blur-Tools/axe4.jpg	isolated	0.9612822532653809
62	Blur-Tools/axe4.jpg	disjunct	0.9486181735992432
63	Blur-Tools/axe4.jpg	handle	0.9472333788871765
64	Blur-Tools/axe4.jpg	sharp	0.9450510740280151
65	Blur-Tools/axe4.jpg	wood	0.9207537174224854
66	Blur-Tools/axe4.jpg	equipment	0.8831027746200562
67	Blur-Tools/axe4.jpg	glazed	0.8798519968986511
68	Blur-Tools/axe4.jpg	plastic	0.8756054043769836
69	Blur-Tools/axe4.jpg	tool	0.8477898836135864
70	Blur-Tools/axe4.jpg	knife blade	0.8449724316596985
71	Blur-Tools/axe4.jpg	steel	0.8170973062515259
72	Blur-Tools/axe4.jpg	hammer	0.7965078949928284
73	Blur-Tools/axe4.jpg	shadow	0.7889626622200012
74	Blur-Tools/axe4.jpg	image	0.7751490473747253
75	Blur-Tools/axe4.jpg	metallic	0.7530962228775024
76	Blur-Tools/axe4.jpg	hand tool	0.7436310052871704
77	Blur-Tools/axe4.jpg	cutout	0.7425345778465271
78	Blur-Tools/axe4.jpg	desktop	0.7339192628860474
79	Blur-Tools/axe4.jpg	art	0.7330371141433716
80	Blur-Tools/axe5.jpg	no person	0.9903467297554016
81	Blur-Tools/axe5.jpg	isolated	0.9832412004470825
82	Blur-Tools/axe5.jpg	disjunct	0.9718825221061707
83	Blur-Tools/axe5.jpg	steel	0.9626158475875854
84	Blur-Tools/axe5.jpg	wood	0.9570978879928589
85	Blur-Tools/axe5.jpg	handle	0.9372056126594543
86	Blur-Tools/axe5.jpg	sharp	0.9328914880752563
87	Blur-Tools/axe5.jpg	desktop	0.9213377833366394
88	Blur-Tools/axe5.jpg	hammer	0.9100559949874878
89	Blur-Tools/axe5.jpg	carpentry	0.9065350294113159
90	Blur-Tools/axe5.jpg	equipment	0.8939869999885559
91	Blur-Tools/axe5.jpg	iron	0.8905785083770752
92	Blur-Tools/axe5.jpg	metallic	0.8872993588447571
93	Blur-Tools/axe5.jpg	danger	0.8818789720535278
94	Blur-Tools/axe5.jpg	tool	0.8710997104644775
95	Blur-Tools/axe5.jpg	glazed	0.859032154083252
96	Blur-Tools/axe5.jpg	illustration	0.8541103601455688
97	Blur-Tools/axe5.jpg	show	0.8529423475265503
98	Blur-Tools/axe5.jpg	art	0.8381421566009521
99	Blur-Tools/axe5.jpg	one	0.7869523167610168
100	Blur-Tools/flash1.jpg	equipment	0.9936977624893188
101	Blur-Tools/flash1.jpg	steel	0.9926268458366394
102	Blur-Tools/flash1.jpg	tool	0.9889741539955139
103	Blur-Tools/flash1.jpg	isolated	0.9839402437210083
104	Blur-Tools/flash1.jpg	sharp	0.9836704730987549
105	Blur-Tools/flash1.jpg	knife blade	0.9719433784484863
106	Blur-Tools/flash1.jpg	handle	0.9710899591445923
107	Blur-Tools/flash1.jpg	instrument	0.9615459442138672
108	Blur-Tools/flash1.jpg	glazed	0.9601684808731079
109	Blur-Tools/flash1.jpg	stainless steel	0.9582022428512573
110	Blur-Tools/flash1.jpg	plastic	0.9511170387268066
111	Blur-Tools/flash1.jpg	metallic	0.9457255601882935
112	Blur-Tools/flash1.jpg	chrome	0.9453855752944946
113	Blur-Tools/flash1.jpg	razor	0.9411602020263672
114	Blur-Tools/flash1.jpg	iron	0.9376047849655151
115	Blur-Tools/flash1.jpg	no person	0.9354060888290405
116	Blur-Tools/flash1.jpg	desktop	0.9296153783798218
